[2025-11-26 01:20]
Episode, Timestep, Update, Avg_reward
2: 2048, 1, -121.640 
3: 4096, 2, -110.743 
4: 6144, 3, -108.671 
8: 8192, 4, -109.337 
10: 10240, 5, -108.418 
14: 12288, 6, -108.236 
16: 14336, 7, -106.477 
21: 16384, 8, -106.681 
23: 18432, 9, -104.148 
26: 20480, 10, -100.979 
30: 22528, 11, -100.499 
36: 24576, 12, -108.511 
39: 26624, 13, -109.305 
48: 28672, 14, -106.863 
55: 30720, 15, -108.435 
57: 32768, 16, -106.477 
58: 34816, 17, -103.310 
59: 36864, 18, -103.664 
61: 38912, 19, -96.310 
62: 40960, 20, -92.833 
63: 43008, 21, -90.607 
65: 45056, 22, -82.092 
67: 47104, 23, -79.005 
68: 49152, 24, -76.841 
70: 51200, 25, -76.254 
72: 53248, 26, -84.416 
73: 55296, 27, -81.885 
74: 57344, 28, -81.341 
76: 59392, 29, -79.558 
77: 61440, 30, -73.631 
78: 63488, 31, -69.809 
79: 65536, 32, -67.180 
81: 67584, 33, -47.768 
82: 69632, 34, -42.792 
83: 71680, 35, -40.393 
85: 73728, 36, -31.580 
86: 75776, 37, -27.021 
87: 77824, 38, -23.801 
88: 79872, 39, -21.312 
90: 81920, 40, -10.105 
92: 83968, 41, -15.290 
93: 86016, 42, -10.965 
94: 88064, 43, -7.007 
96: 90112, 44, -1.203 
99: 92160, 45, -20.656 
101: 94208, 46, -31.759 
102: 96256, 47, -18.937 
104: 98304, 48, -17.794 
106: 100352, 49, -29.472 
107: 102400, 50, -28.096 
109: 104448, 51, -0.368 
110: 106496, 52, 1.363 
111: 108544, 53, 17.135 
112: 110592, 54, 19.215 
115: 112640, 55, 11.276 
116: 114688, 56, 27.267 
117: 116736, 57, 30.455 
119: 118784, 58, 20.026 
122: 120832, 59, 10.483 
123: 122880, 60, 12.565 
124: 124928, 61, 30.787 
125: 126976, 62, 29.797 
127: 129024, 63, 33.735 
128: 131072, 64, 35.290 
130: 133120, 65, 34.900 
132: 135168, 66, 57.075 
133: 137216, 67, 59.248 
135: 139264, 68, 43.663 
136: 141312, 69, 45.675 
138: 143360, 70, 46.282 
139: 145408, 71, 46.874 
140: 147456, 72, 68.810 
141: 149504, 73, 72.016 
145: 151552, 74, 38.586 
147: 153600, 75, 44.930 
149: 155648, 76, 27.770 
150: 157696, 77, 28.872 
152: 159744, 78, 5.219 
156: 161792, 79, 25.305 
157: 163840, 80, 24.014 
158: 165888, 81, 22.376 
160: 167936, 82, 29.234 
161: 169984, 83, 29.187 
164: 172032, 84, 16.898 
167: 174080, 85, 19.837 
168: 176128, 86, 22.699 
169: 178176, 87, 24.423 
170: 180224, 88, 40.554 
172: 182272, 89, 43.027 
173: 184320, 90, 65.153 
176: 186368, 91, 88.330 
177: 188416, 92, 91.781 
178: 190464, 93, 93.414 
181: 192512, 94, 63.697 
182: 194560, 95, 45.651 
185: 196608, 96, 31.131 
187: 198656, 97, 14.814 
188: 200704, 98, 21.444 
192: 202752, 99, 3.111 
194: 204800, 100, 11.510 
196: 206848, 101, 34.751 
197: 208896, 102, 50.406 
200: 210944, 103, 34.698 
201: 212992, 104, 59.175 
202: 215040, 105, 75.713 
204: 217088, 106, 92.155 
205: 219136, 107, 92.403 
206: 221184, 108, 100.732 
209: 223232, 109, 99.939 
212: 225280, 110, 80.666 
213: 227328, 111, 87.167 
215: 229376, 112, 49.937 
218: 231424, 113, 57.254 
219: 233472, 114, 59.878 
220: 235520, 115, 89.042 
224: 237568, 116, 38.315 
226: 239616, 117, 66.665 
227: 241664, 118, 83.391 
228: 243712, 119, 108.096 
229: 245760, 120, 106.312 
231: 247808, 121, 106.976 
233: 249856, 122, 136.301 
234: 251904, 123, 151.349 
236: 253952, 124, 133.510 
237: 256000, 125, 139.369 
238: 258048, 126, 138.818 
239: 260096, 127, 140.243 
243: 262144, 128, 105.507 
245: 264192, 129, 108.766 
247: 266240, 130, 75.830 
249: 268288, 131, 49.078 
252: 270336, 132, 34.946 
253: 272384, 133, 52.387 
254: 274432, 134, 67.447 
257: 276480, 135, 81.976 
258: 278528, 136, 80.867 
259: 280576, 137, 111.672 
260: 282624, 138, 133.104 
262: 284672, 139, 166.290 
264: 286720, 140, 150.477 
265: 288768, 141, 154.611 
267: 290816, 142, 174.849 
269: 292864, 143, 151.005 
271: 294912, 144, 109.206 
274: 296960, 145, 98.787 
275: 299008, 146, 102.214 
276: 301056, 147, 119.916 
277: 303104, 148, 121.435 
279: 305152, 149, 156.552 
280: 307200, 150, 187.519 
282: 309248, 151, 191.667 
283: 311296, 152, 224.811 
284: 313344, 153, 251.129 
286: 315392, 154, 218.838 
287: 317440, 155, 214.768 
289: 319488, 156, 216.878 
290: 321536, 157, 201.946 
292: 323584, 158, 221.780 
293: 325632, 159, 220.989 
294: 327680, 160, 221.864 
296: 329728, 161, 246.656 
297: 331776, 162, 254.117 
299: 333824, 163, 221.740 
301: 335872, 164, 237.608 
303: 337920, 165, 205.013 
305: 339968, 166, 174.607 
306: 342016, 167, 186.219 
308: 344064, 168, 185.330 
310: 346112, 169, 194.624 
311: 348160, 170, 175.632 
313: 350208, 171, 209.849 
314: 352256, 172, 209.689 
317: 354304, 173, 190.304 
318: 356352, 174, 190.588 
320: 358400, 175, 215.880 
321: 360448, 176, 218.765 
324: 362496, 177, 181.610 
327: 364544, 178, 168.107 
329: 366592, 179, 132.363 
331: 368640, 180, 99.846 
333: 370688, 181, 139.090 
335: 372736, 182, 113.478 
336: 374784, 183, 145.425 
338: 376832, 184, 179.642 
339: 378880, 185, 215.281 
342: 380928, 186, 208.626 
343: 382976, 187, 208.218 
345: 385024, 188, 208.352 
348: 387072, 189, 145.260 
349: 389120, 190, 145.882 
351: 391168, 191, 177.880 
352: 393216, 192, 200.850 
354: 395264, 193, 212.011 
355: 397312, 194, 225.347 
357: 399360, 195, 254.725 
359: 401408, 196, 276.853 
361: 403456, 197, 252.523 
362: 405504, 198, 252.521 
364: 407552, 199, 254.036 
366: 409600, 200, 221.554 
368: 411648, 201, 221.297 
370: 413696, 202, 178.804 
373: 415744, 203, 124.957 
376: 417792, 204, 107.150 
378: 419840, 205, 94.388 
379: 421888, 206, 114.860 
381: 423936, 207, 135.414 
382: 425984, 208, 175.910 
384: 428032, 209, 202.372 
385: 430080, 210, 231.339 
387: 432128, 211, 278.813 
