episode, timestep, update_iters, epi_return, avg_turn
103, 61800, 103, -2637.9240421332934, -3703.2929973993078
104, 62400, 104, -4748.533053650436, -3720.538301212824
105, 63000, 105, -3096.794996765065, -3713.9771182998397
106, 63600, 106, -3247.269240954596, -3716.2047005826134
107, 64200, 107, -2950.188758125608, -3697.3462608303926
108, 64800, 108, -3205.6415330763366, -3699.8248256303086
109, 65400, 109, -2559.6184775146153, -3680.966006845441
110, 66000, 110, -5126.070449467379, -3695.9275616308696
111, 66600, 111, -3034.949931088211, -3693.0635834921845
112, 67200, 112, -3493.646347358463, -3695.8118638121464
113, 67800, 113, -2760.3655048284504, -3691.8688936787685
114, 68400, 114, -5087.717424171447, -3707.8058464522896
115, 69000, 115, -3282.049368043716, -3705.8166594248323
116, 69600, 116, -2707.570030539459, -3702.196416675199
117, 70200, 117, -5143.662832460265, -3718.917187088662
118, 70800, 118, -3113.1724823245386, -3709.0438108718863
119, 71400, 119, -2477.534280326011, -3684.663693430125
120, 72000, 120, -3339.8568358066755, -3680.7743061004585
121, 72600, 121, -4516.51077911238, -3678.4344331648626
122, 73200, 122, -2633.256861547198, -3662.40864726819
123, 73800, 123, -2370.376748382337, -3638.2554167607946
124, 74400, 124, -2098.37843043088, -3624.9491847690065
125, 75000, 125, -5070.488904955282, -3643.0348262487887
126, 75600, 126, -3371.071679977647, -3644.3093387295644
127, 76200, 127, -2404.94538676581, -3626.041641264059
128, 76800, 128, -2085.761248484754, -3598.677982929464
129, 77400, 129, -2399.9298092067015, -3589.5482645003476
130, 78000, 130, -4369.3274014451, -3602.265449764225
131, 78600, 131, -2072.8809090648065, -3587.846284379648
132, 79200, 132, -4622.174878569725, -3603.636559845268
133, 79800, 133, -4963.095010631908, -3614.853226240989
134, 80400, 134, -2124.144453175022, -3609.2405179113
135, 81000, 135, -2664.769708402134, -3585.0136735194815
136, 81600, 136, -4466.643984795303, -3594.2597180651273
137, 82200, 137, -5026.827859054842, -3611.5343549709096
138, 82800, 138, -2887.250546483335, -3609.0499314441304
139, 83400, 139, -4138.4154114725225, -3620.364372737319
140, 84000, 140, -3381.941423050537, -3613.323813470727
141, 84600, 141, -3196.5721002232403, -3612.8601347361323
142, 85200, 142, -5121.618801812337, -3624.968634094848
143, 85800, 143, -3173.4503989709883, -3630.338163760791
144, 86400, 144, -2827.0644508458327, -3614.057892600969
145, 87000, 145, -2701.306125453689, -3596.5526679580253
146, 87600, 146, -2291.337151880617, -3591.7687484736543
147, 88200, 147, -2000.9096489840554, -3573.8404300267325
148, 88800, 148, -1889.9004237004729, -3558.962852159346
149, 89400, 149, -2007.0247458358988, -3530.5095194754067
150, 90000, 150, -1979.410383818873, -3519.437148376333
151, 90600, 151, -1882.8468958234755, -3505.1172898578884
152, 91200, 152, -1759.6338632421184, -3479.154126341488
153, 91800, 153, -1609.8822671733556, -3450.3123230041615
154, 92400, 154, -1259.1981112362719, -3408.8820369106384
155, 93000, 155, -1254.638445634922, -3387.809131480481
156, 93600, 156, -1054.1629815307285, -3370.185876980938
157, 94200, 157, -2350.6837108244104, -3350.3108660456946
158, 94800, 158, -2161.0066442435486, -3340.023085134202
159, 95400, 159, -128.9321220243601, -3286.465548762887
160, 96000, 160, -1612.5422606879633, -3267.777803395557
161, 96600, 161, -252.90792580763375, -3242.03043144778
162, 97200, 162, -6.4907970140481765, -3187.1596931801328
163, 97800, 163, -628.097872040473, -3159.6637237999785
164, 98400, 164, -489.32294293967186, -3134.4744460941192
165, 99000, 165, -1123.4199876181738, -3115.344155587994
166, 99600, 166, -995.073887863091, -3094.1718025409514
167, 100200, 167, -6.7239090961698205, -3060.4907712197614
168, 100800, 168, -1367.3507889330294, -3029.099361788722
169, 101400, 169, -376.21454555394433, -2996.6125299068344
170, 102000, 170, -379.26238947340084, -2951.572894700626
171, 102600, 171, -2871.6006190644816, -2938.2562851712305
172, 103200, 172, -254.52562824590538, -2911.0112158376583
173, 103800, 173, -490.82191765073634, -2887.288483272637
174, 104400, 174, -894.3600431500082, -2850.434508392328
175, 105000, 175, -259.1247159156682, -2803.526088314792
176, 105600, 176, -6.344254587808573, -2751.094562990444
177, 106200, 177, -602.9006618420428, -2728.0487167654383
178, 106800, 178, -481.6225589456301, -2706.1718620730426
179, 107400, 179, -130.78823543013965, -2679.0087323019925
180, 108000, 180, -249.06021504721377, -2632.002374916092
181, 108600, 181, -892.5467577573554, -2590.8581973701007
182, 109200, 182, -1083.9604466862813, -2575.2897532918414
183, 109800, 183, -131.6260222230014, -2541.7838424510605
184, 110400, 184, -494.76848151894745, -2503.66549900957
185, 111000, 185, -491.84461344376086, -2476.768348525752
186, 111600, 186, -1385.1910566058955, -2460.1799306055627
187, 112200, 187, -250.34928059440855, -2435.098179179221
188, 112800, 188, -1070.809320033211, -2392.7601403849894
189, 113400, 189, -256.66382054810475, -2364.186559009615
190, 114000, 190, -1547.5629731769732, -2351.7255337033303
191, 114600, 191, -523.7793835034703, -2316.0032741104187
192, 115200, 192, -131.7407191029589, -2268.8704470005277
193, 115800, 193, -868.2118898285238, -2251.374383796788
194, 116400, 194, -475.9122233758177, -2221.4101877673506
195, 117000, 195, -513.7863685690924, -2198.6116345298155
196, 117600, 196, -1005.0367029248749, -2178.9671556736344
197, 118200, 197, -872.6851792173242, -2138.4655472365425
198, 118800, 198, -5.761526377188834, -2093.6353136917987
199, 119400, 199, -734.4547892460234, -2051.957080009751
200, 120000, 200, -501.67752104151344, -2026.0437097254296
201, 120600, 201, -2057.424207276327, -2020.1827595992568
202, 121200, 202, -631.1807137767669, -1997.35866450637
203, 121800, 203, -2203.0953282008636, -1993.010377367046
204, 122400, 204, -366.5722845433512, -1949.1907696759754
205, 123000, 205, -250.63520093244068, -1920.7291717176493
206, 123600, 206, -129.6221709643728, -1889.5527010177468
207, 124200, 207, -1306.8478291873912, -1873.1192917283647
208, 124800, 208, -1280.9018705671917, -1853.8718951032733
209, 125400, 209, -483.4120558393349, -1833.1098308865207
210, 126000, 210, -1546.7870799657803, -1797.3169971915047
211, 126600, 211, -507.3599161503496, -1772.0410970421258
212, 127200, 212, -251.06578447884885, -1739.6152914133295
213, 127800, 213, -248.01667073618592, -1714.4918030724068
214, 128400, 214, -487.33356032206905, -1668.487964433913
215, 129000, 215, -496.3325613866403, -1640.630796367342
216, 129600, 216, -377.6448493789906, -1617.3315445557375
217, 130200, 217, -1095.0256965918113, -1576.845173197053
218, 130800, 218, -2793.116290599044, -1573.6446112797983
219, 131400, 219, -1037.7861246384941, -1559.247129722923
220, 132000, 220, -1810.3658417865772, -1543.9522197827223
221, 132600, 221, -767.557361907054, -1506.4626856106688
222, 133200, 222, -738.5088048261705, -1487.5152050434588
223, 133800, 223, -745.3558003644149, -1471.2649955632796
224, 134400, 224, -623.4582878180792, -1456.5157941371517
225, 135000, 225, -129.50058366821546, -1407.1059109242808
226, 135600, 226, -623.4190676389974, -1379.6293848008943
227, 136200, 227, -128.2044629871369, -1356.861975563107
228, 136800, 228, -1699.5494599876904, -1352.999857678137
229, 137400, 229, -969.2435605041566, -1338.6929951911118
230, 138000, 230, -2871.6778033464557, -1323.716499210125
231, 138600, 231, -252.8675263921846, -1305.5163653833986
232, 139200, 232, -738.2525645357852, -1266.6771422430593
233, 139800, 233, -1148.1226966832173, -1228.5274191035724
234, 140400, 234, -2301.016380160321, -1230.2961383734255
235, 141000, 235, -1347.0173711468788, -1217.118615000873
236, 141600, 236, -2791.495970700101, -1200.367134859921
237, 142200, 237, -258.4341363109353, -1152.683197632482
238, 142800, 238, -127.00989234505487, -1125.0807910910992
239, 143400, 239, -391.1364153651986, -1087.6080011300257
240, 144000, 240, -610.6275636779264, -1059.8948625362998
241, 144600, 241, -592.8881878454374, -1033.8580234125218
242, 145200, 242, -650.498722700586, -989.1468226214042
243, 145800, 243, -1263.2255710989098, -970.0445743426836
244, 146400, 244, -1261.075369122233, -954.3846835254475
245, 147000, 245, -739.1850975315929, -934.7634732462263
246, 147600, 246, -1303.530846847667, -924.8854101958968
247, 148200, 247, -378.88884639428966, -908.6652021699994
248, 148800, 248, -1001.7878328165567, -899.7840762611601
249, 149400, 249, -366.8110621380229, -883.3819394241814
250, 150000, 250, -611.3999255250787, -869.7018348412432
251, 150600, 251, -256.0702552611813, -853.4340684356205
252, 151200, 252, -1.660179041463673, -835.8543315936138
253, 151800, 253, -482.1174018426597, -824.5766829403068
254, 152400, 254, -254.88293444034974, -814.5335311723476
255, 153000, 255, -1356.1054372279434, -815.5482010882779
256, 153600, 256, -1341.9469588376417, -818.426040861347
257, 154200, 257, -123.8367139009045, -796.1575708921118
258, 154800, 258, -125.35324853449988, -775.8010369350216
259, 155400, 259, -643.4124466803828, -780.9458401815817
260, 156000, 260, -252.17524944318683, -767.3421700691339
261, 156600, 261, -611.7507591639765, -770.9305984026972
262, 157200, 262, -493.53564164143904, -775.8010468489712
263, 157800, 263, -1186.7879509010004, -781.3879476375765
264, 158400, 264, -475.42893124571907, -781.2490075206371
265, 159000, 265, -1000.0386589683533, -780.0151942341388
266, 159600, 266, -760.8741620960587, -777.6731969764685
267, 160200, 267, -618.9500075289368, -783.7954579607962
268, 160800, 268, -737.0064235456517, -777.4920143069223
269, 161400, 269, -126.05343748630312, -774.9904032262461
270, 162000, 270, -628.9210077713797, -777.4869894092259
271, 162600, 271, -979.9599287887833, -758.5705825064688
272, 163200, 272, -477.51163136887584, -760.8004425376986
273, 163800, 273, -607.4903479479128, -761.9671268406703
274, 164400, 274, -123.66716837535901, -754.2601980929237
275, 165000, 275, -510.85977658172726, -756.7775486995841
276, 165600, 276, -127.62592872353376, -757.9903654409413
277, 166200, 277, -128.35767505498148, -753.2449355730708
278, 166800, 278, -726.0795778846131, -755.6895057624606
279, 167400, 279, -126.6148752758421, -755.6477721609176
280, 168000, 280, -252.67307802187466, -755.6839007906644
281, 168600, 281, -125.32553799360471, -748.011688593027
282, 169200, 282, -502.6002023586507, -742.1980861497506
283, 169800, 283, -127.1321989471991, -742.1531479169928
284, 170400, 284, -249.33305648688318, -739.698793666672
285, 171000, 285, -525.861896445995, -740.0389664966942
286, 171600, 286, -608.5045958764065, -732.2721018893994
287, 172200, 287, -963.3873630633193, -739.4024827140886
288, 172800, 288, -124.13412426860164, -729.9357307564425
289, 173400, 289, -2836.564578025878, -755.7347383312201
290, 174000, 290, -2953.154488900589, -769.7906534884563
291, 174600, 291, -2711.218699686702, -791.6650466502886
292, 175200, 292, -2983.1426714360146, -820.1790661736194
293, 175800, 293, -3298.006587171121, -844.4770131470451
294, 176400, 294, -3394.364107284278, -873.6615319861297
295, 177000, 295, -2715.3412398503438, -895.6770806989422
296, 177600, 296, -2680.9946813975635, -912.4366604836691
297, 178200, 297, -1540.2469353636268, -919.1122780451321
298, 178800, 298, -366.35246979277383, -922.7181874792881
299, 179400, 299, -1166.402305198048, -927.0376626388083
300, 180000, 300, -5.122191974062427, -922.0721093481338
301, 180600, 301, -2023.462302599761, -921.7324903013681
302, 181200, 302, -643.982269354413, -921.8605058571444
303, 181800, 303, -1888.7098395430244, -918.716650970566
304, 182400, 304, -2362.1679642067706, -938.6726077672002
305, 183000, 305, -1750.013511653692, -953.6663908744129
306, 183600, 306, -1733.0082453660036, -969.7002516184292
307, 184200, 307, -2590.204936107027, -982.5338226876256
308, 184800, 308, -2476.3951857875945, -994.4887558398295
309, 185400, 309, -733.2919537019208, -996.9875548184552
310, 186000, 310, -5.312050544698275, -981.5728045242446
311, 186600, 311, -2224.39709590141, -998.7431763217552
312, 187200, 312, -995.0526819857802, -1006.1830452968246
313, 187800, 313, -4.891867043568886, -1003.7517972598984
314, 188400, 314, -2267.432016040039, -1021.5527818170781
315, 189000, 315, -635.8751945488556, -1022.9482081487002
316, 189600, 316, -990.8760659502873, -1029.0805203144132
317, 190200, 317, -1334.487743010363, -1031.4751407785986
318, 190800, 318, -126.25397888200492, -1004.8065176614282
319, 191400, 319, -248.06200163586894, -996.9092764314021
320, 192000, 320, -127.06908792931708, -980.0763088928293
321, 192600, 321, -629.4804500552566, -978.6955397743113
322, 193200, 322, -1251.2395755004377, -983.822847481054
323, 193800, 323, -4.3200387674264356, -976.4124898650842
324, 194400, 324, -1495.668195359646, -985.1345889405
325, 195000, 325, -637.42407699328, -990.2138238737505
326, 195600, 326, -366.70362940042895, -987.6466694913651
327, 196200, 327, -4.296462237934872, -986.407589483873
328, 196800, 328, -505.3763366553317, -974.4658582505493
329, 197400, 329, -2237.356654867136, -987.1469891941792
330, 198000, 330, -493.49498445489337, -963.3651610052635
331, 198600, 331, -1358.6371397875296, -974.4228571392171
332, 199200, 332, -376.92164719250354, -970.8095479657842
333, 199800, 333, -957.966056804927, -968.9079815670012
334, 200400, 334, -502.5953561417572, -950.9237713268154
335, 201000, 335, -252.46704952807542, -939.9782681106276
336, 201600, 336, -471.2637194352249, -916.7759455979788
337, 202200, 337, -508.999210458749, -919.2815963394568
338, 202800, 338, -242.4135029910218, -920.4356324459166
339, 203400, 339, -256.6502990022466, -919.090771282287
340, 204000, 340, -867.3441383373728, -921.6579370288814
341, 204600, 341, -1446.5875945898401, -930.1949310963255
342, 205200, 342, -494.9961290285094, -928.6399051596048
343, 205800, 343, -129.30462522668466, -917.3006957008824
344, 206400, 344, -374.89944691840026, -908.4389364788443
345, 207000, 345, -2568.9290028372957, -926.7363755319011
346, 207600, 346, -2243.9186174307733, -936.140253237732
347, 208200, 347, -130.39258193611295, -933.6552905931504
348, 208800, 348, -727.0930681562135, -930.908342946547
349, 209400, 349, -1938.7215609003422, -946.6274479341705
350, 210000, 350, -130.03076751855252, -941.8137563541052
351, 210600, 351, -494.4614263098497, -944.1976680645917
352, 211200, 352, -1823.2259959140406, -962.4133262333175
353, 211800, 353, -5.59292654168517, -957.6480814803075
354, 212400, 354, -726.7915015190039, -962.3671671510942
355, 213000, 355, -964.1299574837473, -958.4474123536522
356, 213600, 356, -268.4399352671745, -947.7123421179477
357, 214200, 357, -129.6939089892342, -947.7709140688311
358, 214800, 358, -993.7018224262952, -956.454399807749
359, 215400, 359, -5.906581414363804, -950.079341155089
360, 216000, 360, -128.60098825973208, -948.8435985432543
361, 216600, 361, -250.35706270395917, -945.229661578654
362, 217200, 362, -845.0125183978838, -948.7444303462185
363, 217800, 363, -2360.0820531894965, -960.4773713691034
364, 218400, 364, -1487.1748612320073, -970.5948306689664
365, 219000, 365, -651.8145134717655, -967.1125892140003
366, 219600, 366, -6.918641393833427, -959.5730340069781
367, 220200, 367, -128.94156896944094, -954.6729496213832
368, 220800, 368, -1139.65014513, -958.6993868372266
369, 221400, 369, -1369.8601013234488, -971.137453475598
370, 222000, 370, -1582.2709003399875, -980.6709524012841
371, 222600, 371, -127.3231926454546, -972.1445850398511
372, 223200, 372, -130.5811850528941, -968.6752805766912
373, 223800, 373, -1181.096068048214, -974.4113377776941
374, 224400, 374, -376.65615002478023, -976.9412275941883
375, 225000, 375, -392.47809434353474, -975.7574107718063
376, 225600, 376, -260.6315498398346, -977.0874669829693
377, 226200, 377, -128.91629059058425, -977.0930531383253
378, 226800, 378, -127.4383212042494, -971.1066405715216
379, 227400, 379, -1031.0003659144038, -980.1504954779073
380, 228000, 380, -2750.2425273413382, -1005.126189971102
381, 228600, 381, -4.805650201206637, -1003.9209910931779
382, 229200, 382, -2190.1943482186666, -1020.796932551778
383, 229800, 383, -660.4042042124536, -1026.1296526044307
384, 230400, 384, -248.5830771735025, -1026.122152811297
385, 231000, 385, -967.8976469059924, -1030.5425103158968
386, 231600, 386, -1413.7414958618358, -1038.594879315751
387, 232200, 387, -1220.7227452982731, -1041.1682331381007
388, 232800, 388, -1436.7897922283332, -1054.2947898176978
389, 233400, 389, -364.6996560064803, -1029.576140597504
390, 234000, 390, -5.14037003691676, -1000.0959994088673
391, 234600, 391, -246.1224532755321, -975.4450369447555
392, 235200, 392, -5.804413313164131, -945.6716543635272
393, 235800, 393, -819.7234808738467, -920.8888233005543
394, 236400, 394, -890.9965844153581, -895.8551480718651
395, 237000, 395, -1259.37647023266, -881.2955003756883
396, 237600, 396, -380.0201464312761, -858.2857550260255
397, 238200, 397, -774.2094011147414, -850.6253796835367
398, 238800, 398, -252.59290587506555, -849.4877840443594
399, 239400, 399, -248.4011332035067, -840.3077723244141
400, 240000, 400, -126.05360490334981, -841.5170864537071
401, 240600, 401, -128.800589089866, -822.570469318608
402, 241200, 402, -641.3362790108113, -822.5440094151719
403, 241800, 403, -528.6692902026556, -808.9436039217684
404, 242400, 404, -1782.3592936781065, -803.1455172164817
405, 243000, 405, -249.58594678062923, -788.1412415677511
406, 243600, 406, -4.3696600362497655, -770.8548557144535
407, 244200, 407, -1159.4537107023991, -756.5473434604071
408, 244800, 408, -938.1805536331282, -741.1651971388626
409, 245400, 409, -600.9066340447428, -739.8413439422907
410, 246000, 410, -526.4789389658424, -745.0530128265021
411, 246600, 411, -243.7518606129146, -725.2465604736173
412, 247200, 412, -125.07959463223251, -716.5468296000819
413, 247800, 413, -244.49450120728545, -718.9428559417189
414, 248400, 414, -1492.110604411209, -711.1896418254307
415, 249000, 415, -1666.1654815436016, -721.4925446953783
416, 249600, 416, -1902.7577991398061, -730.6113620272732
417, 250200, 417, -2999.1257166489554, -747.2577417636592
418, 250800, 418, -2340.717298410857, -769.4023749589476
419, 251400, 419, -1332.2856555265018, -780.2446114978541
420, 252000, 420, -1624.0344784024953, -795.2142654025859
421, 252600, 421, -2143.2261662584483, -810.3517225646178
422, 253200, 422, -769.793635645356, -805.5372631660669
423, 253800, 423, -1390.8460278133498, -819.4025230565262
424, 254400, 424, -1267.0801887416112, -817.116642990346
425, 255000, 425, -854.2437156035254, -819.2848393764485
426, 255600, 426, -131.9526299389522, -816.9373293818337
427, 256200, 427, -1298.6645257248447, -829.8810100167028
428, 256800, 428, -1198.0692368734676, -836.8079390188842
429, 257400, 429, -3489.567518109595, -849.3300476513089
430, 258000, 430, -619.9417451113663, -850.5945152578735
431, 258600, 431, -4.87840062023341, -837.0569278662006
432, 259200, 432, -250.11585493386283, -835.7888699436139
433, 259800, 433, -864.2857953572698, -834.8520673291373
434, 260400, 434, -127.393371938936, -831.100047487109
435, 261000, 435, -1047.7922721426426, -839.0532997132547
436, 261600, 436, -477.11647281157974, -839.1118272470184
437, 262200, 437, -4101.207458809484, -875.0339097305258
438, 262800, 438, -3.5083868723573146, -872.6448585693391
439, 263400, 439, -1103.0212483181322, -881.108568062498
440, 264000, 440, -634.3750551108802, -878.7788772302332
441, 264600, 441, -494.61944616367, -869.2591957459715
442, 265200, 442, -240.45285952316422, -866.713763050918
443, 265800, 443, -130.6951088065699, -866.7276678867169
444, 266400, 444, -124.43860477215436, -864.2230594652543
445, 267000, 445, -127.51374171808227, -839.8089068540621
446, 267600, 446, -501.68316450044296, -822.3865523247588
447, 268200, 447, -501.1140215012002, -826.0937667204096
448, 268800, 448, -126.71910985734745, -820.0900271374211
449, 269400, 449, -127.27687991156012, -801.9755803275333
450, 270000, 450, -255.71549282295746, -803.2324275805773
451, 270600, 451, -242.91518905908822, -800.7169652080697
452, 271200, 452, -1175.299835523711, -794.2377036041663
453, 271800, 453, -488.18086475776755, -799.0635829863272
454, 272400, 454, -618.8649226843462, -797.9843171979805
455, 273000, 455, -3.7751455036851986, -788.38076907818
456, 273600, 456, -127.69795870741315, -786.9733493125824
457, 274200, 457, -1039.091912576267, -796.0673293484527
458, 274800, 458, -763.668760015751, -793.7669987243476
459, 275400, 459, -2.8346657615247945, -793.7362795678189
460, 276000, 460, -476.0000675358872, -797.2102703605804
461, 276600, 461, -1455.3040026934825, -809.2597397604754
462, 277200, 462, -728.0212294455514, -808.0898268709524
463, 277800, 463, -127.66552456172607, -785.7656615846747
464, 278400, 464, -661.1716999720861, -777.5056299720754
465, 279000, 465, -362.8681458367917, -774.6161662957257
466, 279600, 466, -130.91198754716132, -775.856099757259
467, 280200, 467, -741.5188772538767, -781.9818728401035
468, 280800, 468, -1381.5621826865704, -784.4009932156691
469, 281400, 469, -508.51072643238643, -775.7874994667585
470, 282000, 470, -131.70227153401288, -761.2818131786988
471, 282600, 471, -255.6764184098712, -762.5653454363429
472, 283200, 472, -261.40477875427746, -763.8735813733568
473, 283800, 473, -3711.6203621236177, -789.1788243141108
474, 284400, 474, -1053.8207864789358, -795.9504706786523
475, 285000, 475, -130.31801145220967, -793.3288698497391
476, 285600, 476, -133.45424827937322, -792.0570968341345
477, 286200, 477, -7.124421188621904, -790.8391781401148
478, 286800, 478, -131.9857678279473, -790.8846526063519
479, 287400, 479, -1128.8410288575249, -791.8630592357831
480, 288000, 480, -1392.4672572782551, -778.2853065351524
481, 288600, 481, -2154.4206602226727, -799.781456635367
482, 289200, 482, -904.9649015018124, -786.9291621681982
483, 289800, 483, -865.2084912940279, -788.977205039014
484, 290400, 484, -731.786378689073, -793.8092380541697
485, 291000, 485, -6.835762462997557, -784.1986192097398
486, 291600, 486, -513.7873868955244, -775.1990781200766
487, 292200, 487, -623.5509541420308, -769.2273602085143
488, 292800, 488, -659.2579989779158, -761.4520422760102
489, 293400, 489, -1346.5320047598061, -771.2703657635434
490, 294000, 490, -368.83490673778374, -774.9073111305522
491, 294600, 491, -132.13306859615858, -773.7674172837584
492, 295200, 492, -608.2292853187264, -779.791666003814
493, 295800, 493, -6.525396726658015, -771.659685162342
494, 296400, 494, -131.09713456785315, -764.0606906638671
495, 297000, 495, -128.9279418666332, -752.7562053802067
496, 297600, 496, -960.5920508062984, -758.561924423957
497, 298200, 497, -245.4563343185071, -753.2743937559944
498, 298800, 498, -786.8895547565339, -758.6173602448091
499, 299400, 499, -6.632280159241072, -756.1996717143666
500, 300000, 500, -1135.5522803252882, -766.294658468586
