[2025-09-16 11:12] Env=simple_spread_v3, num_actor=2, is_continuous=False, (last50)
Ep, Ep_return, Ep_Length, Actor_Los, Critic_Loss, Avg_Entropy
14700: -32.567, 25.000, 0.602, 0.383, 0.831
14750: -30.024, 25.000, -0.889, 0.557, 0.831
14800: -29.847, 25.000, 0.093, 0.311, 0.814
14850: -29.567, 25.000, -0.479, 0.510, 0.844
14900: -29.407, 25.000, -0.368, 0.465, 0.848
14950: -26.873, 25.000, -0.067, 0.321, 0.816
15000: -29.780, 25.000, 0.253, 0.506, 0.818
Model saved at episode 15000
15050: -27.967, 25.000, -0.289, 0.429, 0.825
15100: -32.860, 25.000, -0.494, 0.653, 0.830
15150: -29.172, 25.000, 1.039, 0.344, 0.827
15200: -29.188, 25.000, 0.910, 0.449, 0.827
15250: -31.807, 25.000, -0.419, 0.792, 0.833
15300: -28.638, 25.000, -0.398, 0.348, 0.831
15350: -30.032, 25.000, 0.957, 0.355, 0.836
15400: -29.831, 25.000, 0.244, 0.562, 0.847
15450: -31.060, 25.000, -0.784, 0.528, 0.826
15500: -30.297, 25.000, 0.199, 0.381, 0.829
Model saved at episode 15500
15550: -29.803, 25.000, 0.372, 0.512, 0.848
15600: -32.345, 25.000, -0.200, 0.802, 0.838
15650: -26.997, 25.000, -0.375, 0.435, 0.823
15700: -31.112, 25.000, 1.141, 0.462, 0.765
15750: -29.643, 25.000, -0.175, 0.671, 0.767
15800: -29.235, 25.000, -0.998, 0.640, 0.759
15850: -34.132, 25.000, 0.232, 0.527, 0.731
15900: -31.723, 25.000, -0.144, 0.481, 0.708
15950: -29.009, 25.000, 0.579, 0.442, 0.750
16000: -32.305, 25.000, 0.442, 0.553, 0.726
Model saved at episode 16000
16050: -29.954, 25.000, -1.143, 0.571, 0.740
16100: -31.678, 25.000, 0.361, 0.388, 0.743
16150: -30.251, 25.000, 0.315, 0.434, 0.769
16200: -31.650, 25.000, -0.705, 0.597, 0.763
16250: -29.579, 25.000, -0.095, 0.369, 0.784
16300: -30.782, 25.000, 0.732, 0.330, 0.824
16350: -32.154, 25.000, 0.069, 0.625, 0.850
16400: -31.190, 25.000, 0.631, 0.696, 0.812
16450: -30.679, 25.000, 0.555, 0.464, 0.798
16500: -31.375, 25.000, -0.762, 0.756, 0.768
Model saved at episode 16500
16550: -31.233, 25.000, 0.790, 0.337, 0.820
16600: -26.998, 25.000, 0.488, 0.366, 0.822
16650: -28.891, 25.000, -0.040, 0.507, 0.861
16700: -31.094, 25.000, -0.097, 0.535, 0.839
16750: -31.298, 25.000, -0.367, 0.634, 0.845
16800: -28.060, 25.000, -0.747, 0.529, 0.849
16850: -29.702, 25.000, 0.875, 0.412, 0.882
16900: -27.800, 25.000, -0.849, 0.682, 0.853
16950: -27.668, 25.000, -0.007, 0.360, 0.874
17000: -29.961, 25.000, 0.427, 0.427, 0.866
Model saved at episode 17000
17050: -30.567, 25.000, -0.895, 0.684, 0.880
17100: -29.374, 25.000, 0.911, 0.461, 0.861
17150: -32.397, 25.000, 0.821, 0.512, 0.850
17200: -28.405, 25.000, 1.451, 0.573, 0.832
17250: -30.959, 25.000, 0.993, 0.614, 0.826
17300: -29.238, 25.000, -0.953, 0.842, 0.788
17350: -33.138, 25.000, -0.423, 0.503, 0.803
17400: -29.047, 25.000, 1.172, 0.354, 0.757
17450: -30.599, 25.000, 1.505, 0.454, 0.756
17500: -31.598, 25.000, 0.158, 0.679, 0.753
Model saved at episode 17500
17550: -27.151, 25.000, -1.237, 0.774, 0.792
17600: -29.308, 25.000, 0.793, 0.400, 0.797
17650: -33.058, 25.000, 0.405, 0.480, 0.797
17700: -30.481, 25.000, -0.057, 0.672, 0.818
17750: -28.789, 25.000, -0.325, 0.586, 0.833
17800: -29.916, 25.000, -0.321, 0.583, 0.819
17850: -29.020, 25.000, -0.582, 0.582, 0.820
17900: -27.926, 25.000, -0.389, 0.430, 0.834
17950: -27.976, 25.000, -0.316, 0.459, 0.826
18000: -30.038, 25.000, -0.499, 0.501, 0.844
Model saved at episode 18000
18050: -27.632, 25.000, -0.207, 0.394, 0.788
18100: -30.165, 25.000, -0.219, 0.595, 0.786
18150: -30.875, 25.000, -0.377, 0.561, 0.817
18200: -27.893, 25.000, 0.488, 0.480, 0.792
18250: -30.025, 25.000, -0.002, 0.491, 0.818
18300: -31.053, 25.000, -0.796, 0.736, 0.824
18350: -29.238, 25.000, 0.975, 0.500, 0.843
18400: -29.931, 25.000, 0.351, 0.490, 0.824
18450: -31.484, 25.000, -0.702, 0.662, 0.856
18500: -29.619, 25.000, -0.662, 0.468, 0.812
Model saved at episode 18500
18550: -29.531, 25.000, -0.079, 0.398, 0.840
18600: -30.185, 25.000, -0.554, 0.524, 0.817
18650: -28.418, 25.000, -0.196, 0.442, 0.846
18700: -30.160, 25.000, -0.526, 0.480, 0.835
18750: -30.150, 25.000, -0.061, 0.458, 0.845
18800: -29.193, 25.000, 0.037, 0.631, 0.837
18850: -30.751, 25.000, 0.174, 0.667, 0.825
18900: -27.825, 25.000, -0.175, 0.441, 0.830
18950: -27.561, 25.000, -0.462, 0.423, 0.825
19000: -27.706, 25.000, -0.250, 0.479, 0.787
Model saved at episode 19000
19050: -32.026, 25.000, -0.157, 0.570, 0.798
19100: -29.566, 25.000, -0.265, 0.747, 0.773
19150: -29.444, 25.000, 0.339, 0.444, 0.817
19200: -30.170, 25.000, -0.505, 0.523, 0.796
19250: -31.023, 25.000, -0.843, 0.584, 0.786
19300: -30.971, 25.000, 0.287, 0.453, 0.773
19350: -30.703, 25.000, 0.364, 0.567, 0.788
19400: -31.004, 25.000, 0.636, 0.574, 0.820
19450: -30.545, 25.000, 0.942, 0.464, 0.770
19500: -28.184, 25.000, -0.944, 0.630, 0.787
Model saved at episode 19500
19550: -30.049, 25.000, 0.731, 0.417, 0.791
19600: -29.902, 25.000, 0.318, 0.471, 0.778
19650: -29.390, 25.000, 0.888, 0.590, 0.769
19700: -27.695, 25.000, -0.429, 0.427, 0.770
19750: -29.094, 25.000, -0.292, 0.434, 0.786
19800: -29.349, 25.000, 0.284, 0.407, 0.773
19850: -30.860, 25.000, -0.924, 0.679, 0.772
19900: -31.110, 25.000, -0.076, 0.444, 0.768
19950: -30.504, 25.000, -0.167, 0.449, 0.756
20000: -31.247, 25.000, -0.325, 0.456, 0.767
Model saved at episode 20000

Training time = 0:46:43
